-72.78899,41.2676,"Talmages Ice Pond _05gy","Talmages Ice Pond"
-73.3329,41.41065,"Taunton Pond _05h3","Taunton Pond"
-73.49151,41.31704,"Taylors Pond _05h5","Taylors Pond"
-72.97233,41.3851,"Lake Watrous _05iy","Lake Watrous"
-73.09066,41.5351,"Straw Pond _05gh","Straw Pond"
-72.94733,41.5776,"Southington Reservoir Number 2 _05ly","Southington Reservoir Number 2"
-73.45429,41.15399,"Wardwell Pond _05it","Wardwell Pond"
-73.3804,41.10065,"Bermuda Lagoon _05l2","Bermuda Lagoon"
-72.7026,41.28704,"Bishops Pond _05li","Bishops Pond"
-73.06955,41.59871,"Sylvan Lake _05lr","Sylvan Lake"
-72.59704,41.28093,"Tuxis Pond _05ls","Tuxis Pond"
-73.02455,41.52537,"Hills Pond Number 1 _05lu","Hills Pond Number 1"
-73.02622,41.52204,"Hills Pond Number 2 _05lv","Hills Pond Number 2"
-73.09066,41.68149,"Northfield Brook Lake _05kn","Northfield Brook Lake"
-73.38179,41.58954,"Reservoir Number 3 _05lx","Reservoir Number 3"
-73.02622,41.68204,"Zeiner Pond _05kk","Zeiner Pond"
-73.03344,41.6901,"Terryville Reservoir Number 2 _05lz","Terryville Reservoir Number 2"
-73.02844,41.50121,"Water Company Pond Number 1 _05m0","Water Company Pond Number 1"
-72.99483,41.52204,"Waterbury Reservoir Number 2 _05m1","Waterbury Reservoir Number 2"
-74.14764,39.85095,"Wire Pond _05m6","Wire Pond"
-74.39765,40.89593,"Boonton Reservoir _05no","Boonton Reservoir"
-74.26681,40.92177,"Adams Lake _05np","Adams Lake"
-74.03403,40.2065,"Alberta Lake _05nq","Alberta Lake"
-73.08066,41.51815,"Pakovitch Ponds Number 1 _05lw","Pakovitch Ponds Number 1"
-73.12511,41.58204,"Lake Winnemaug _05k3","Lake Winnemaug"
-73.44957,41.17204,"South Norwalk Reservoir _05fm","South Norwalk Reservoir"
-73.01538,41.60315,"Welton Pond _05j2","Welton Pond"
-73.02983,41.30426,"Wepawaug Reservoir _05j3","Wepawaug Reservoir"
-73.04344,41.27926,"Lake Wepawaug _05j5","Lake Wepawaug"
-73.03761,41.59037,"Lake Wequapauset _05j6","Lake Wequapauset"
-72.9501,41.50232,"West Brook Reservoir _05jd","West Brook Reservoir"
-72.73093,41.33843,"West Lake _05jf","West Lake"
-72.74121,41.33704,"Clear Lake _05ko","Clear Lake"
-72.90982,41.33676,"Lake Whitney _05jv","Lake Whitney"
-73.24373,41.39565,"Warner Pond _05iu","Warner Pond"
-73.42595,41.15037,"Winnipauk Millpond _05k4","Winnipauk Millpond"
-72.96844,41.35371,"Lake Wintergreen _05k6","Lake Wintergreen"
-72.68676,41.3051,"Witch Hazel Millpond _05k7","Witch Hazel Millpond"
-72.83093,41.47538,"Woodings Pond _05kb","Woodings Pond"
-72.89177,41.40732,"Woodruffs Pond _05kc","Woodruffs Pond"
-73.40595,41.13676,"Woods Pond _05kd","Woods Pond"
-72.77649,41.27065,"Youngs Pond _05kj","Youngs Pond"
-72.5862,41.3051,"Whedons Pond _05ju","Whedons Pond"
-73.02011,41.49315,"Hopkins Pond _00aw","Hopkins Pond"
-73.09066,41.2051,"Beaver Brook Ponds _007w","Beaver Brook Ponds"
-73.06038,41.25426,"Bristols Ice Pond (historical) _008c","Bristols Ice Pond (historical)"
-72.95649,41.32176,"Center Pond _008r","Center Pond"
-72.89566,41.41371,"Clarks Pond _0093","Clarks Pond"
-73.0865,41.53343,"Clay Pond _0094","Clay Pond"
-73.08428,41.3526,"Coe Pond _0096","Coe Pond"
-73.43623,41.60509,"Ladner Pond _0028","Ladner Pond"
-72.95399,41.31426,"Edgewood Park Pond _009v","Edgewood Park Pond"
-72.82649,41.4751,"Wooding Ice Pond (historical) _0077","Wooding Ice Pond (historical)"
-72.95816,41.32315,"Iris Pond _00b3","Iris Pond"
-72.77593,41.51343,"Ives Pond _00b4","Ives Pond"
-72.79315,41.53732,"Jordan Pond _00bb","Jordan Pond"
-72.95594,41.32149,"Lily Pond _00bn","Lily Pond"
-72.95677,41.31426,"Long Pond _00bp","Long Pond"
-73.25567,41.1551,"Bellarmine Pond _00ck","Bellarmine Pond"
-73.42234,41.1201,"Bishop Mill Pond (historical) _00cm","Bishop Mill Pond (historical)"
-73.00094,41.2651,"Crosbys Pond _009g","Crosbys Pond"
-73.07733,41.37676,"Spring Water Lake _005n","Spring Water Lake"
-73.54568,41.12454,"Bendels Pond _00nn","Bendels Pond"
-73.00122,41.47343,"Straitsville Reservoir _002a","Straitsville Reservoir"
-73.64291,41.06343,"West Fork Pond _002b","West Fork Pond"
-73.13567,41.60287,"Bald Hill Reservoir _002n","Bald Hill Reservoir"
-72.99316,41.64149,"Hidden Lake _002z","Hidden Lake"
-73.02038,41.88815,"Laurel Lake _0033","Laurel Lake"
-72.91538,41.37954,"Mix Pond (historical) _003s","Mix Pond (historical)"
-72.89399,41.40676,"Woodruffs Pond (historical) _0079","Woodruffs Pond (historical)"
-72.81177,41.55426,"New Dam Pond _0041","New Dam Pond"
-72.8351,41.47399,"Woodings Pond _0078","Woodings Pond"
-72.67593,41.31121,"Sullivans Pits Septic Lagoons _005u","Sullivans Pits Septic Lagoons"
-73.05594,41.22399,"Upper Lagoon _0069","Upper Lagoon"
-72.6851,41.32593,"Valley Shores Pond North _006c","Valley Shores Pond North"
-72.68093,41.32093,"Valley Shores Pond South _006d","Valley Shores Pond South"
-73.04039,41.48926,"Vanasso Pond _006e","Vanasso Pond"
-72.89982,41.38037,"Web Shop Pond _006r","Web Shop Pond"
-73.37012,41.18399,"Held Pond _00ey","Held Pond"
-73.06928,41.48871,"Naugatuck Ice Company Pond _003z","Naugatuck Ice Company Pond"
-72.63093,41.3726,"Bartlett Pond _00ls","Bartlett Pond"
-73.44651,41.0776,"Chalmers Pond _00d3","Chalmers Pond"
-73.12455,41.59037,"Balmoral Farm Pond _00kw","Balmoral Farm Pond"
-73.30984,41.15676,"Banks Pond _00kx","Banks Pond"
-73.07705,41.50982,"Barbers Pond _00ky","Barbers Pond"
-74.4371,40.92371,"Lake Tumble-In _00kz","Lake Tumble-In"
-74.42793,40.88204,"Manor Lake _00l0","Manor Lake"
-72.95344,41.90926,"Barkhamsted Reservoir _00l1","Barkhamsted Reservoir"
-72.77426,41.54704,"Baldwins Pond _00ku","Baldwins Pond"
-74.46738,40.83232,"Walrus Pond _00l6","Walrus Pond"
-73.11428,41.27537,"Baird Millpond _00kp","Baird Millpond"
-73.06427,41.50621,"Baummer Pond _00m3","Baummer Pond"
-73.58263,41.12732,"Bear Rock Pond _00mi","Bear Rock Pond"
-72.69898,41.26843,"Beattie Pond _00mt","Beattie Pond"
-73.14039,41.25093,"Beaver Dam Lake _00n6","Beaver Dam Lake"
-72.78593,41.5701,"Beaver Pond _00n7","Beaver Pond"
-73.00844,41.50287,"Beer Pond _00nf","Beer Pond"
-72.83454,41.54871,"Mirror Lake _01eh","Mirror Lake"
-74.46682,40.90149,"Diamond Springs Pond _00l4","Diamond Springs Pond"
-74.05236,40.36067,"Shippees Pond _00ju","Shippees Pond"
-72.75288,41.5051,"High Hill Pond _0027","High Hill Pond"
-73.05705,41.22565,"Lower Lagoon _00f2","Lower Lagoon"
-74.00514,40.23122,"Deal Lake _00fh","Deal Lake"
-74.00097,40.21734,"Wesley Lake _00fi","Wesley Lake"
-74.36071,40.74593,"Canoe Brook Reservoir  2 _00fp","Canoe Brook Reservoir  Number 2"
-74.34959,40.74732,"Canoe Brook Reservoir Number 1 _00fq","Canoe Brook Reservoir Number 1"
-74.74599,40.34538,"Honey Lake _00g0","Honey Lake"
-73.52346,41.46259,"Ball Pond _00kv","Ball Pond"
-74.87517,40.58149,"Echo Lake (historical) _00i6","Echo Lake (historical)"
-73.50818,41.10371,"Woodway Golf Club Pond _00es","Woodway Golf Club Pond"
-74.56099,40.88649,"Dover Pond (historical) _00k8","Dover Pond (historical)"
-73.11094,41.54371,"Abbotts Pond _00ka","Abbotts Pond"
-73.07289,41.32065,"Ansonia Reservoir _00kg","Ansonia Reservoir"
-73.58457,41.10954,"Attschul Pond _00kk","Attschul Pond"
-73.129,41.56037,"Atwood Pond _00kl","Atwood Pond"
-73.11178,41.57676,"Atwood Pond _00km","Atwood Pond"
-72.90399,41.42315,"Axle Shop Pond _00kn","Axle Shop Pond"
-74.67821,40.36066,"Mountain Lake _00g1","Mountain Lake"
-72.96788,41.35343,"Lake Wintergreen _000x","Lake Wintergreen"
-73.11955,41.30843,"Shelton Reservoir Number 3 _000p","Shelton Reservoir Number 3"
-73.13122,41.8051,"Church Street Reservoir _000q","Church Street Reservoir"
-72.96455,41.26843,"Upper Lake Phipps _000r","Upper Lake Phipps"
-72.96955,41.2651,"Upper Lake Phipps _000s","Upper Lake Phipps"
-72.97121,41.3051,"Maltby Lower Lake _000t","Maltby Lower Lake"
-72.97955,41.30676,"Maltby Lakes North _000u","Maltby Lakes North"
-72.6262,41.3551,"Laurelwood Pond _0029","Laurelwood Pond"
-72.86121,41.28176,"Lake Saltonstall _000w","Lake Saltonstall"
-73.08455,41.36843,"Naugatuck River Reservoir _000m","Naugatuck River Reservoir"
-72.89955,41.43676,"Butterworth Brook Reservoir _000y","Butterworth Brook Reservoir"
-73.09789,41.60176,"Echo Lake _000z","Echo Lake"
-73.06955,41.48843,"Thurston Pond _0010","Thurston Pond"
-73.04955,41.4951,"Naugatuck River Reservoir _0011","Naugatuck River Reservoir"
-72.75121,41.52343,"Black Pond _0012","Black Pond"
-73.03955,41.52676,"Risdon Pond _0013","Risdon Pond"
-73.45457,41.21676,"Popes Pond _0014","Popes Pond"
-72.98288,41.30343,"Maltby Lakes West _000v","Maltby Lakes West"
-73.54457,41.1651,"Laurel Reservoir _000f","Laurel Reservoir"
-75.18517,41.45898,"Lake Wallenpaupack _0006","Lake Wallenpaupack"
-73.28623,41.14176,"Sherwood Millpond _0007","Sherwood Millpond"
-73.07455,41.3201,"Lower Ansonia Reservoir _0008","Lower Ansonia Reservoir"
